title,status,image,chCount,vCount,rating,synopsis,genre
Tenjou no Kajitsu,Finished,https://media.kitsu.io/manga/poster_images/8494/large.jpg?1434267738,5,1,74.25,"Tomita Yuri has hated boys since she was little, seeing them as the devils who taunt and tease her. So when her all-girl school Kinka academy decides to merge with the Ginka academy for boys, her ‘heaven’ is once again threatened by the devils from hell = men. Not only that, but being a member of the student council, she now has to work alongside the male student council of Ginka academy. Will Yuri’s ‘heaven’ be overrun by the male devils from hell?
(Source: Aerandria)","['school', 'shoujo-ai', 'drama', 'romance']"
Black★Rock Shooter: Innocent Soul,Finished,https://media.kitsu.io/manga/poster_images/19757/large.jpg?1506556892,12,3,74.24,"The story follows a girl in the ""Threshold"" (狭間, Hazama), a world beween Heaven and Earth. ""Impure souls""—those that could not ascend to Heaven with the burden of their own weight—have drifted to this world of constant warfare.

(Source: ANN)","['thriller', 'super-power', 'fantasy', 'drama', 'action']"
Zero-In,Finished,https://media.kitsu.io/manga/poster_images/3639/large.jpg?1434257118,75,12,74.24,"Kou Shiraishi was your standard high school boy with lots of problems, mostly bullies, until the day that he meets Mikuru Nazume during a bank heist. Not only is Mikuru the school idol, but she's also an agent for Minkei, a covert paramilitary section of the National Police Agency. They team up as Kou and Mikuru journey to become stronger, both in their own way","['comedy', 'police', 'thriller', 'romance', 'action', 'ecchi']"
"Baito-saki wa ""Aku no Soshiki""!?",Finished,https://media.kitsu.io/manga/poster_images/27704/large.jpg?1434309854,27,3,74.24,"Arihisa Aokura needs money. He needs money in order to support his family of orphans and earn a living at the same time. Looking online for potential employees, he finds a posting for a part time job in an ""evil organization."" Seeing that the pay and benefits were fairly substantial, he took the chance and took the interview. He was somehow hired and now has to work as a henchman inside the evil organization ""Antares."" Will he be able to survive the onslaught of missions against heroes while providing for his orphan brothers and sisters?

(Source: MangaHelpers)","['comedy', 'romance', 'action']"
Chocotto Sister,Finished,https://media.kitsu.io/manga/poster_images/421/large.jpg?1434250273,71,8,74.23,"Haruma Kawagoe is an only child. A long time ago, at Christmastime, his mother miscarried the child that was to have been his baby sister. That night, young Haruma knelt down and offered up an earnest prayer: ""Please make my mother well again, and please give me a little sister."" Years have passed, and Haruma has nearly forgotten his prayer. But Santa hasn't.... one Christmas, when Haruma is least expecting it, he gets an unusual present - his sister. (Source:ANN)","['comedy', 'thriller', 'slice-of-life', 'romance', 'ecchi']"
Warui Ouji demo Suki,Finished,https://media.kitsu.io/manga/poster_images/7149/large.jpg?1434264791,5,0,74.23,Volume 12 of the Warui series focusing on Towa and Mikado.,"['comedy', 'yaoi', 'romance']"
Living Game,Finished,https://media.kitsu.io/manga/poster_images/2604/large.jpg?1442613005,119,10,74.23,"Raizo Fuwa is a 25-year-old salaryman living in a cramped home and working in a crowded office in Tokyo. His hopes for improved conditions are dashed when the new office building his company is supposed to move into is condemned as unsafe because the construction company has been cutting corners. Since the old building is already being demolished, they have no choice but to ""temporarily"" move the office into Fuwa's new flat. The final complication arrives in the form of the new employee Izumi Hiyama, a high school dropout the boss has promised to take care of as a favour to her family. No landlords are willing to rent to a 15-year-old girl, so she too has to move into Fuwa's home/office.

(Source: Wikipedia)","['comedy', 'slice-of-life', 'romance']"
Ginchou Kidan,Ongoing,https://media.kitsu.io/manga/poster_images/4635/large.jpg?1434259291,6,1,74.23,"1-3. Ginchou Kidan (Silver Butterfly)
The Heavenly Jade Pavillion is the house for many beautiful hustlers and their protectors. Patrons come in nightly to take advantage of the culture and beauty of these hustlers. These men share their love nightly, but are they allowed to fall in love?
4. Darkness and Obscenity
In the Heavenly Jade Pavillion there are many beautiful hustlers and their protectors, each with their own talents and mysterious lives. The lovely S&M hustler, Yagarasu, who hides his eye behind a patch, is visited by a man from his past. Why is Yagarasu's past appearing now? Will he be given a reason to put aside his whips and chains and only give pain to one man?
5-6. Blue Sky Love
Asamine has had a one-sided crush on his best friend, Fujishima, for the past year. Finally, Asamine confesses his love, but runs off before he can hear Fujishima's answer. Will Fujishima acept Asamine as a lover? How long will Fujishima need to think about it?
(Source: MU)","['school', 'yaoi', 'drama', 'romance']"
Cherries Fight,Finished,https://media.kitsu.io/manga/poster_images/24713/large.jpg?1434303352,4,1,74.22,"""It's your first time so it's okay, right?""
Manami, a highschool girl, joined the class party where there was fun, laughter, and drinking. She had the best night of her life until the next morning, when she woke up to find that she wasn't alone. She quickly looks over to see that lying next to her is her ""friend"" Motoyoshi Hajime. Did they actually do anything together?!! To the inexperienced Manami, her world is turned up-side down as she tries to figure out how to deal with this situation...
From the super popular mangaka Yasuko, a collection of stories that will melt your heart!
1. Cherries Fight
2. The Fastidious Princess and the ""Mature"" Prince
3. Masukon's Older Sister
4. The Secret Incompetent Fencer 
(Source: Forbidden Garden)",['romance']
Kanna to Decchi,Finished,https://media.kitsu.io/manga/poster_images/34530/large.jpg?1434324517,28,0,74.22,"Our heroine Kanna is the daughter of the famous builder in town. One day a boy with a hammer appears to train under Kanna's father?! The heart pounding love story of a handsome apprentice carpenter.

(Source: The Paper Dolls Project Scanlations)","['comedy', 'romance']"
Machigatta Ko wo Mahou Shoujo ni Shiteshimatta,Ongoing,https://media.kitsu.io/manga/poster_images/41298/large.jpg?1533164934,,,74.22,"While searching for a brave candidate to become a magical girl and defend the world from evil, a mythical creature finds Kayo Majiba, a cute young lady who seems like the perfect fit. But when this newly turned magical girl proves to be a crude delinquent who goes berserk in a conflict, it becomes clear that this may have been a terrible mistake. Now evil—and any innocent bystanders—will face the rage of a magical girl gone wrong!(Source: Seven Seas Entertainment)","['comedy', 'magic']"
Hang Out Crisis,Finished,https://media.kitsu.io/manga/poster_images/38832/large.jpg?1491088067,7,1,74.22,"Josei Tsubakiya is a rich law school student. Motoki Sakurai is the most popular guy in the education department. Together, they’re the hottest guys around, and totally irresistible to ladies. After a party with no hot girls, Josei says to Motoki, ‘‘You’re hotter than they were!’’ With both of them drunk, they decide to go to a love hotel! It was supposed to be a lark, but to Motoki’s surprise, Josei gets a hard-on. Motoki starts to give him a hand job and ends up getting hard, too. His curiosity piqued, things start to escalate until reason goes out the window, and before you know it, they’ve done the deed! These party legends are facing an existential crisis! Their relationship starts to morph, but is it love, or friendship?

(Source: MU)

Included one-shots:
Bousou Ryman, Hentaigakari
Bijo to Yajuu",['yaoi']
Erementar Gerad,Finished,https://media.kitsu.io/manga/poster_images/294/large.jpg?1434250018,96,18,74.22,"Coud is a young sky pirate who discovered a girl with mysterious powers on what had seemed like a routine mission. Ren has the ability to lend Coud bizarre fighting capabilities (his arm turns into a giant blade of some sort), being part of a race of beings called Edel Reid, but being the possessor of a stone called the Elemental Gelade, she has powers even beyond the norm. 
(Source: Tokyopop)","['magic', 'sports', 'fantasy', 'romance', 'action', 'adventure']"
Mielino Kashiwagi,Finished,https://media.kitsu.io/manga/poster_images/6663/large.jpg?1434263727,22,2,74.22,"Can't find a way to break up with your boyfriend/girlfriend? These people will help do it for you.
Kashiwagi has a special ability. When she touches someone, she can see their future romance. But, Kashiwagi doesn't know about romance herself and can't determine whether the scenes she sees is a happy or sad ending. Kashiwagi works at a cafe, which Sano manages and Konno works as clerk. The cafe is known as the ""break-up cafe"".
(Source: MU)","['supernatural', 'thriller', 'drama', 'romance']"
Petit Wildrose,Finished,https://media.kitsu.io/manga/poster_images/24878/large.jpg?1434303719,4,1,74.21,"Special booklet that came in Yurihime 12 featuring previews of 2 upcoming books in the Wildrose series, Hanjuku Joshi and Gokujou Drops. (Source: M-U)","['school', 'yuri', 'shoujo-ai', 'romance']"
Real Girl,Finished,https://media.kitsu.io/manga/poster_images/8561/large.jpg?1500948962,48,12,74.21,"Tsutsui Hikari is an otaku, and he mostly avoids social life. Hikari has only one friend at school, who is also a social misfit, and he is mocked brutally by most of his classmates for being creepy and weird. One day, he ends up having to clean the school pool with Igarashi Iroha, who appears to be pretty much everything he hates in real-life girls. She skips school, has a blunt manner, doesn't have female friends, and seems the sort to be promiscuous. However, she is friendly to Hikari, and even stands up to the people who make fun of him. Hikari's bitterness and trust issues lead him to say pretty harsh things to Iroha, but she never dismisses him as creepy. After a while, it starts to look like Iroha may become his first real-life, 3D girlfriend! Will he be able to handle it?

(Source: MangaHelpers)","['school', 'shoujo-ai', 'romance']"
Tenshi no Naka ni Akuma Ari,Finished,https://media.kitsu.io/manga/poster_images/1877/large.jpg?1434253365,12,2,74.21,"Rion had a traumatic experience when she was a child. Horrified after stumbling upon an adult film, she’s convinced that all men are devils -- and it's hard to overcome her fear when her father is the worst one of all! Thanks to him, Rion is thrown together with three different guys and forced to choose one as a fiancé! Suddenly faced with three impatient grooms, can Rion overcome her fear long enough to unveil her father's hidden agenda -- and get out of her impending wedding? (Source: Go Comi)","['supernatural', 'harem', 'shoujo-ai', 'drama', 'romance']"
