title,status,image,chCount,vCount,rating,userCount,synopsis,genre
Piano no Mori,finished,https://media.kitsu.io/manga/poster_images/6122/large.jpg?1491179751,242,26,79.04,710,"A tranquil tale about two boys from very different upbringings. On one hand you have Kai, born as the son of a prostitute, who's been playing the abandoned piano in the forest near his home ever since he was young. And on the other you have Syuhei, practically breast-fed by the piano as the son of a family of prestigious pianists. Yet it is their common bond with the piano that eventually intertwines their paths in life.

(Source: KEFI)","['thriller', 'music', 'drama']"
,,,,,,,,
One-Room Hero,ongoing,https://media.kitsu.io/manga/poster_images/40219/large.jpg?1556849668,,,79.04,1044,"After spending his entire life in all-male schools till high school, Mingu finally enters college. Making things more exciting is the fact that he's in the Food and Nutrition Department with a male to female ratio of 1 to 9! A virgin and single since birth, this is his opportunity to date girls and enjoy a romantic campus life. But one wrong lie during a drinking party turns his life upside down and now he's been branded as a sex beast all over the school!

Source: Lezhin",['none']
,,,,,,,,
Piano no Mori,finished,https://media.kitsu.io/manga/poster_images/6122/large.jpg?1491179751,242,26,79.04,710,"A tranquil tale about two boys from very different upbringings. On one hand you have Kai, born as the son of a prostitute, who's been playing the abandoned piano in the forest near his home ever since he was young. And on the other you have Syuhei, practically breast-fed by the piano as the son of a family of prestigious pianists. Yet it is their common bond with the piano that eventually intertwines their paths in life.

(Source: KEFI)","['thriller', 'music', 'drama']"
,,,,,,,,
Gokinjo Monogatari,finished,https://media.kitsu.io/manga/poster_images/2678/large.jpg?1434255051,33,7,79.04,365,"Mikako dreams of being a fashion designer, so she sets her eyes on attending Yazawa Arts with her childhood friend Tsutomu. But, he looks like a famous rock star and attracts more attention than she'd like, especially from a popular upperclassman. Incapable of dealing with her own feelings towards Tsutomu, Mikako devotes all of her time to a new 'flea market' club she's created with her friends on campus. But, it seems to bring her more into contact with Tsutomu than ever before.
(Source: ANN)","['shoujo-ai', 'romance']"
,,,,,,,,
Nekota no Koto ga Kininatte Shikatanai.,finished,https://media.kitsu.io/manga/poster_images/34065/large.jpg?1434323514,49,10,79.04,588,"A girl named Mikiko sees the face of a popular boy in her class as a cat's face.

Included one-shots:
Volume 2: Retake!
Volume 3: Kumori Sora, Ue no Hou.
Volume 9: Chounouryoku Shoujo Clane
Volume 10: Hoshikuzu yori Ai wo Komete",['school']
,,,,,,,,
Kieli: Shisha-tachi wa Kouya ni Nemuru,finished,https://media.kitsu.io/manga/poster_images/7774/large.jpg?1434266177,7,2,79.04,468,"Kieli sees ghosts. It’s an odd ability for a 14-year-old girl, and it makes her a bit of an outcast at her boarding school. Her only friend, in fact, is the (semi-) departed spirit of a girl who used to inhabit her room. That is until the two encounter a young man who appears to share Kieli’s “gift.” It doesn’t take long to discover, though, Harvey is an altogether different sort of creature — one of the infamous Undying, the reanimated corpse of a dead soldier. Could it be that in this cursed fellow Kieli has finally found a kindred spirit? Throwing in her lot with this strange, soulless man and his possessed radio, she means to find out…
(Source: Yen Press)","['mystery', 'supernatural', 'fantasy', 'shoujo-ai', 'adventure']"
,,,,,,,,
Kieli: Shisha-tachi wa Kouya ni Nemuru,finished,https://media.kitsu.io/manga/poster_images/7774/large.jpg?1434266177,7,2,79.04,468,"Kieli sees ghosts. It’s an odd ability for a 14-year-old girl, and it makes her a bit of an outcast at her boarding school. Her only friend, in fact, is the (semi-) departed spirit of a girl who used to inhabit her room. That is until the two encounter a young man who appears to share Kieli’s “gift.” It doesn’t take long to discover, though, Harvey is an altogether different sort of creature — one of the infamous Undying, the reanimated corpse of a dead soldier. Could it be that in this cursed fellow Kieli has finally found a kindred spirit? Throwing in her lot with this strange, soulless man and his possessed radio, she means to find out…
(Source: Yen Press)","['mystery', 'supernatural', 'fantasy', 'shoujo-ai', 'adventure']"
,,,,,,,,
Itsuwaribito◆Utsuho◆,finished,https://media.kitsu.io/manga/poster_images/3571/large.jpg?1434256975,224,23,79.04,436,"Can a liar lead a life of good?
Utsuho’s truthfulness as a child resulted in an enormous catastrophe, and he decided to lie from that day forward. Raised in a village of orphans by a monk, Utsuho is an unrepentant troublemaker. The monk eventually inspires him to help people, but there’s no way Utsuho’s going to lead an honest life! Instead, he’s going to use his talents for mischief and deception for good! 
(Source: Official )","['sports', 'action']"
,,,,,,,,
Omae ga Sekai wo Kowashitai nara,finished,https://media.kitsu.io/manga/poster_images/1335/large.jpg?1434252188,17,3,79.04,335,"Koizumi Kanna is infatuated with the man who came to the restaurant she works at and ordered a burger with no onions. Little does she know, Toujou Ren is interested in her as well, but for a different reason. Kanna just so happens to be the mirror image of a woman he knew a very long time ago. It is for that reason that he saves her when she nearly dies in a car accident. But the life he gives Kanna is far different from the one she lived before, and she's not certain it's the kind she wants...
(Source: Storm in Heaven)","['supernatural', 'psychological', 'vampire', 'fantasy', 'shoujo-ai', 'drama']"
,,,,,,,,
Higurashi no Naku Koro ni: Onikakushi-hen,finished,https://media.kitsu.io/manga/poster_images/2768/large.jpg?1597699391,7,2,79.03,1214,"Life couldn’t be better for Keiichi Maebara. Sure, he’s moved to a sleepy, little town where nothing happens and high school consists of a one-room schoolhouse — but his new friends and fellow students are all cute girls! When he happens upon a story about a grisly local murder, however, his contentment turns to uneasiness as he finds himself drawn into a web of silent intrigue that involves his newfound friends…and threatens his very existence.

(Source: Yen Press)

The story of Higurashi no Naku Koro ni is divided into a total of eight chapters: four ""Question"" arcs and four ""Answer"" arcs. Each chapter keeps the same main characters, but ends in a different way. However, each chapter gives valuable answers, hints, and clues to the previous one, while at the same time bringing forth even more mysteries.","['mystery', 'psychological', 'horror', 'drama']"
,,,,,,,,
"Actually, I Was the Real One",ongoing,https://media.kitsu.io/manga/poster_images/57655/large.jpg?1602358158,,,79.03,183,"In order to receive love from her father, Keira tried her hardest to live the life of a perfect, submissive daughter. However one day, Cosette appears claiming to be his real daughter, and Kiera is executed under the assumption that she is a fake. In the last moments of her life, Cosette whispers to Kiera “Truthfully, you were the real one.” Kiera, recalling those words, returns to the past. Although revenge is important, what does it matter who is fake and who is real? Now that I have been given life again, I will live it freely for myself! The coming age of romance of a cute female protagonist who has never made friends. (Source: MU)",['none']
,,,,,,,,
Epic of Gilgamesh,ongoing,https://media.kitsu.io/manga/poster_images/38804/large.jpg?1491102525,,,79.03,201,"Trainee Knight Trudia gets kicked out of the knight squad because of her hot headedness. In midst of trying to find out where she'll go next she finds an old man that's in danger. She runs over there without hesitation in order to save him only to meet a man that'll change her fate forever. A story of a dying girl and an undying man trying their hardest to live.

(Source: Game of Scanlation)","['comedy', 'supernatural', 'martial-arts', 'fantasy', 'drama', 'action', 'adventure']"
,,,,,,,,
Devilman,finished,https://media.kitsu.io/manga/poster_images/3138/large.jpg?1437418012,53,5,79.03,2154,"Demons exist and their power is beyond what humans can fathom. In fact they are so strong that humans do not stand a chance against them in a fight. The only thing strong enough to defeat a demon is another demon and it is trough this logic that Ryo Asuka hatches the plan to have his good-hearted friend Akira Fudo possessed by a demon. If a person is of pure of heart then he might be able to control the demon that posses him and thereby acquire power equal to a demon. After raising some hell in a club the plan works and Akira is possessed by the powerful demon known as Amon. Now Akira is mankind's sole champion of justice against the hidden demon menace that has plagued humanity since the dawn of time.

(Source: ANN)","['sci-fi', 'supernatural', 'sports', 'psychological', 'super-power', 'demons', 'fantasy', 'horror', 'drama', 'action', 'adventure']"
,,,,,,,,
Devilman,finished,https://media.kitsu.io/manga/poster_images/3138/large.jpg?1437418012,53,5,79.03,2154,"Demons exist and their power is beyond what humans can fathom. In fact they are so strong that humans do not stand a chance against them in a fight. The only thing strong enough to defeat a demon is another demon and it is trough this logic that Ryo Asuka hatches the plan to have his good-hearted friend Akira Fudo possessed by a demon. If a person is of pure of heart then he might be able to control the demon that posses him and thereby acquire power equal to a demon. After raising some hell in a club the plan works and Akira is possessed by the powerful demon known as Amon. Now Akira is mankind's sole champion of justice against the hidden demon menace that has plagued humanity since the dawn of time.

(Source: ANN)","['sci-fi', 'supernatural', 'sports', 'psychological', 'super-power', 'demons', 'fantasy', 'horror', 'drama', 'action', 'adventure']"
